view,best_prior,mmd2_statistic,bootstrap_critical_value,p_value,accepted,alpha,rff_dimensions,source_bandwidth,scenario,experiment,variant,seed,fit_seed,diagnostic_mode,automatic_adaptation_allowed,mask_support_passed,mask_all_feature_states_supported,mask_exact_pattern_support_rate,mask_nearest_hamming_fraction_q95,mask_nearest_hamming_fraction_max
core,0.85,0.000528761758694447,0.0034865461887962097,0.9,True,0.05,128,2.278885548961548,mnar_outcome_only,structured_policy_bank,v4,6102,2231596561,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
mask,0.95,0.06582841693344503,0.003501109052442506,0.005,False,0.05,128,4.359965410344444,mnar_outcome_only,structured_policy_bank,v4,6102,2231596561,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
composite,0.8,0.028500774640592048,0.0022554996457463754,0.005,False,0.05,384,,mnar_outcome_only,structured_policy_bank,v4,6102,2231596561,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
evidence,0.75,0.0074068832094954,0.0012600686938570706,0.005,False,0.05,128,0.9687179823860471,mnar_outcome_only,mask_only_dro,v5_mask,6102,2132331532,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
core,0.85,0.000487747172865939,0.003794994523255108,0.835,True,0.05,128,2.278885548961548,mnar_outcome_only,mask_only_dro,v5_mask,6102,2132331532,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
mask,0.95,0.060589057586609,0.0037346117405641635,0.005,False,0.05,128,4.359965410344444,mnar_outcome_only,mask_only_dro,v5_mask,6102,2132331532,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
composite,0.8,0.027217405213677173,0.0022786874305071817,0.005,False,0.05,384,,mnar_outcome_only,mask_only_dro,v5_mask,6102,2132331532,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
evidence,0.8,0.00010092234629493973,0.0011563405028002295,0.805,True,0.05,128,0.9419031767617791,mnar_outcome_only,prior_separated,v2,6103,2029277698,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
core,0.8,0.0005935237236706433,0.002969872117703597,0.77,True,0.05,128,2.29053180589574,mnar_outcome_only,prior_separated,v2,6103,2029277698,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
mask,0.95,0.07897094021042703,0.0033818706811543616,0.005,False,0.05,128,4.381388104311736,mnar_outcome_only,prior_separated,v2,6103,2029277698,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
composite,0.85,0.031077902272541924,0.0021354347615029313,0.005,False,0.05,384,,mnar_outcome_only,prior_separated,v2,6103,2029277698,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
evidence,0.75,0.003280522989560138,0.0011994838015145918,0.005,False,0.05,128,0.9050401572331674,mnar_outcome_only,structured_policy_bank,v4,6103,1380188051,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
core,0.8,0.0006007047138565024,0.0030030522848399814,0.765,True,0.05,128,2.29053180589574,mnar_outcome_only,structured_policy_bank,v4,6103,1380188051,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
mask,0.95,0.06525926571799848,0.003365838865947859,0.005,False,0.05,128,4.381388104311736,mnar_outcome_only,structured_policy_bank,v4,6103,1380188051,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
composite,0.8,0.028727870272027937,0.0020024517391551114,0.005,False,0.05,384,,mnar_outcome_only,structured_policy_bank,v4,6103,1380188051,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
evidence,0.75,0.0029624808574752574,0.0010131798723289386,0.005,False,0.05,128,0.9623940350994962,mnar_outcome_only,mask_only_dro,v5_mask,6103,1833048082,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
core,0.8,0.00042172878018216834,0.0024876005098056556,0.865,True,0.05,128,2.29053180589574,mnar_outcome_only,mask_only_dro,v5_mask,6103,1833048082,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
mask,0.95,0.07171156476755684,0.003595489245493534,0.005,False,0.05,128,4.381388104311736,mnar_outcome_only,mask_only_dro,v5_mask,6103,1833048082,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
composite,0.8,0.03102684376531365,0.001968887963466762,0.005,False,0.05,384,,mnar_outcome_only,mask_only_dro,v5_mask,6103,1833048082,composite_multiview_v3,False,True,True,0.442,0.15384615384615385,0.15384615384615385
