prevalence,energy_statistic,p_value,accepted,scenario,experiment,variant,seed
0.1,1.9107233206525267,0.005,False,label_mar,site_mask_dro,v5,6103
0.15,1.8072280417503457,0.005,False,label_mar,site_mask_dro,v5,6103
0.2,1.7316622914676307,0.005,False,label_mar,site_mask_dro,v5,6103
0.25,1.5840201266577776,0.005,False,label_mar,site_mask_dro,v5,6103
0.3,1.3689040929810243,0.005,False,label_mar,site_mask_dro,v5,6103
0.35,1.2684558495668792,0.005,False,label_mar,site_mask_dro,v5,6103
0.4,1.1974661298343532,0.005,False,label_mar,site_mask_dro,v5,6103
0.45,1.1828581977196868,0.005,False,label_mar,site_mask_dro,v5,6103
0.5,0.904057069564792,0.005,False,label_mar,site_mask_dro,v5,6103
0.55,0.8195654075469657,0.005,False,label_mar,site_mask_dro,v5,6103
0.6,0.6975707617281093,0.005,False,label_mar,site_mask_dro,v5,6103
0.65,0.5212486625109883,0.005,False,label_mar,site_mask_dro,v5,6103
0.7,0.4089272398130532,0.005,False,label_mar,site_mask_dro,v5,6103
0.75,0.3428121310751588,0.005,False,label_mar,site_mask_dro,v5,6103
0.8,0.2537192196469716,0.005,False,label_mar,site_mask_dro,v5,6103
0.85,0.17125967080065466,0.005,False,label_mar,site_mask_dro,v5,6103
0.9,0.215225503574482,0.005,False,label_mar,site_mask_dro,v5,6103
0.95,0.32908044410285203,0.005,False,label_mar,site_mask_dro,v5,6103
0.05,2.149482342952093,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.1,2.081744641978213,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.15,1.9059948894939636,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.2,1.7574620568176647,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.25,1.6348925923632616,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.3,1.5635055214591607,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.35,1.4506206646300424,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.4,1.2305971930362158,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.45,1.2229971637201915,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.5,1.0021250115283111,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.55,0.8814286956836049,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.6,0.7164281590355364,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.65,0.6031191815525668,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.7,0.5374050326233003,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.75,0.430770081750471,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.8,0.3669345586140798,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.85,0.27521648451372166,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.9,0.2215961838266207,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.95,0.2707600434379512,0.005,False,label_mar,site_mask_dro_ane,v7,6103
0.05,1.5296158591206457,0.005,False,conditional_shift,pooled_erm,v0,6101
0.1,1.4149997071861709,0.005,False,conditional_shift,pooled_erm,v0,6101
0.15,1.2678438686458147,0.005,False,conditional_shift,pooled_erm,v0,6101
0.2,1.150235359916232,0.005,False,conditional_shift,pooled_erm,v0,6101
0.25,1.032896633352462,0.005,False,conditional_shift,pooled_erm,v0,6101
0.3,0.9304778119797515,0.005,False,conditional_shift,pooled_erm,v0,6101
0.35,0.7451785977284374,0.005,False,conditional_shift,pooled_erm,v0,6101
0.4,0.6782512162852784,0.005,False,conditional_shift,pooled_erm,v0,6101
0.45,0.5335859770911582,0.005,False,conditional_shift,pooled_erm,v0,6101
0.5,0.4261574045533969,0.005,False,conditional_shift,pooled_erm,v0,6101
0.55,0.21829286357583577,0.005,False,conditional_shift,pooled_erm,v0,6101
0.6,0.2336245251574378,0.005,False,conditional_shift,pooled_erm,v0,6101
0.65,0.11243764554610906,0.145,True,conditional_shift,pooled_erm,v0,6101
0.7,0.07207772090695846,0.655,True,conditional_shift,pooled_erm,v0,6101
0.75,0.16712641457062846,0.015,False,conditional_shift,pooled_erm,v0,6101
0.8,0.22797760223500987,0.005,False,conditional_shift,pooled_erm,v0,6101
0.85,0.38859357320290844,0.005,False,conditional_shift,pooled_erm,v0,6101
0.9,0.475675180960973,0.005,False,conditional_shift,pooled_erm,v0,6101
0.95,0.6628192467543836,0.005,False,conditional_shift,pooled_erm,v0,6101
0.05,1.3030786388999493,0.005,False,conditional_shift,prior_separated,v2,6101
0.1,1.177310869831313,0.005,False,conditional_shift,prior_separated,v2,6101
0.15,1.0980776147847966,0.005,False,conditional_shift,prior_separated,v2,6101
0.2,1.0668657166168318,0.005,False,conditional_shift,prior_separated,v2,6101
0.25,0.8097864214775227,0.005,False,conditional_shift,prior_separated,v2,6101
0.3,0.780736524391546,0.005,False,conditional_shift,prior_separated,v2,6101
0.35,0.7037233855900576,0.005,False,conditional_shift,prior_separated,v2,6101
0.4,0.49080594207306677,0.005,False,conditional_shift,prior_separated,v2,6101
0.45,0.3888674642008381,0.005,False,conditional_shift,prior_separated,v2,6101
0.5,0.33759918272267236,0.005,False,conditional_shift,prior_separated,v2,6101
0.55,0.19942898401952838,0.01,False,conditional_shift,prior_separated,v2,6101
0.6,0.12200679091257506,0.125,True,conditional_shift,prior_separated,v2,6101
0.65,0.08546170044309637,0.49,True,conditional_shift,prior_separated,v2,6101
0.7,0.1335767818167651,0.025,False,conditional_shift,prior_separated,v2,6101
0.75,0.2290633180194902,0.005,False,conditional_shift,prior_separated,v2,6101
0.8,0.3734422354589426,0.005,False,conditional_shift,prior_separated,v2,6101
0.85,0.44538736998727524,0.005,False,conditional_shift,prior_separated,v2,6101
0.9,0.6023168210198869,0.005,False,conditional_shift,prior_separated,v2,6101
0.95,0.7468579070466298,0.005,False,conditional_shift,prior_separated,v2,6101
0.05,1.4888829346974284,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.1,1.4060264163122491,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.15,1.1925442205723746,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.2,1.132909209134417,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.25,0.9908246262181093,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.3,0.9480259954115051,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.35,0.8429608723229819,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.4,0.7470059323312203,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.45,0.6137407046055733,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.5,0.4158563156639437,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.55,0.3270236577677494,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.6,0.2456817240465602,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.65,0.10852885115546974,0.265,True,conditional_shift,structured_policy_bank,v4,6101
0.7,0.10916151052727142,0.22,True,conditional_shift,structured_policy_bank,v4,6101
0.75,0.19398299189426618,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.8,0.2940561950183595,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.85,0.4172599144246007,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.9,0.43098732247048727,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.95,0.614487582362078,0.005,False,conditional_shift,structured_policy_bank,v4,6101
0.05,1.6098300969808852,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.1,1.4983338181633774,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.15,1.323817452616388,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.2,1.2038376850188381,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.25,1.072246689474203,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.3,0.9738656857229394,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.35,0.8942691095300256,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.4,0.7408511731876439,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.45,0.5842574369484278,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.5,0.48442280652330916,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.55,0.41153401568130477,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.6,0.2666679103732122,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.65,0.1567938512260165,0.02,False,conditional_shift,site_only_dro,v5_site,6101
0.7,0.10371408453789567,0.3,True,conditional_shift,site_only_dro,v5_site,6101
0.75,0.2303041619240105,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.8,0.24474992406521187,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.85,0.3483916359729407,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.9,0.4988089999195397,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.95,0.6009774946189838,0.005,False,conditional_shift,site_only_dro,v5_site,6101
0.05,1.682572980084016,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.1,1.4163391966560697,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.15,1.366079716226819,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.2,1.2827735055380698,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.25,1.1998028572250377,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.3,1.0305593740382033,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.35,0.8381486431133541,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.4,0.755464447866562,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.45,0.6618969284612408,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.5,0.48487784280565177,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.55,0.35645996923266604,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.6,0.21756178489149466,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.65,0.10440472433107285,0.485,True,conditional_shift,mask_only_dro,v5_mask,6101
0.7,0.09980859994314654,0.48,True,conditional_shift,mask_only_dro,v5_mask,6101
0.75,0.19809678401869532,0.01,False,conditional_shift,mask_only_dro,v5_mask,6101
0.8,0.3732388307335597,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.85,0.454259224343779,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.9,0.6131742969204358,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.95,0.7266637422052767,0.005,False,conditional_shift,mask_only_dro,v5_mask,6101
0.05,1.6515395151069303,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.1,1.4754988402999245,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.15,1.3974152655832341,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.2,1.2748727539428166,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.25,1.1178309504391537,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.3,0.994373800491173,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.35,0.9224666445273142,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.4,0.7597347026363268,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.45,0.6865870152065373,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.5,0.5558163807468105,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.55,0.41367463216451994,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.6,0.3270482354170456,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.65,0.14125303307450335,0.095,True,conditional_shift,site_mask_dro,v5,6101
0.7,0.11338296142330308,0.3,True,conditional_shift,site_mask_dro,v5,6101
0.75,0.07792190965722268,0.795,True,conditional_shift,site_mask_dro,v5,6101
0.8,0.2241216475186375,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.85,0.3573665795996987,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.9,0.49589980420767205,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.95,0.6232868093347826,0.005,False,conditional_shift,site_mask_dro,v5,6101
0.05,1.6380331507178487,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.1,1.5808177467140092,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.15,1.4323985408127218,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.2,1.2715498780239136,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.25,1.1370065524298862,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.3,1.0963799109847794,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.35,0.9058931525855859,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.4,0.7383985941954467,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.45,0.7232163352054662,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.5,0.5897011076381853,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.55,0.4541651763771381,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.6,0.3170017041050326,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.65,0.2334151123860424,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.7,0.0938134004158166,0.49,True,conditional_shift,site_mask_dro_ane,v7,6101
0.75,0.11244457004561847,0.34,True,conditional_shift,site_mask_dro_ane,v7,6101
0.8,0.1450286891889004,0.03,False,conditional_shift,site_mask_dro_ane,v7,6101
0.85,0.2940189523216012,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.9,0.43336910578872967,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.95,0.5733826824646927,0.005,False,conditional_shift,site_mask_dro_ane,v7,6101
0.05,1.5852088557118886,0.005,False,conditional_shift,pooled_erm,v0,6102
0.1,1.507278600275925,0.005,False,conditional_shift,pooled_erm,v0,6102
0.15,1.352323237837445,0.005,False,conditional_shift,pooled_erm,v0,6102
0.2,1.195914421833456,0.005,False,conditional_shift,pooled_erm,v0,6102
0.25,1.1144696797657714,0.005,False,conditional_shift,pooled_erm,v0,6102
0.3,1.0134891207821068,0.005,False,conditional_shift,pooled_erm,v0,6102
0.35,0.8851051841721859,0.005,False,conditional_shift,pooled_erm,v0,6102
0.4,0.6979617726016983,0.005,False,conditional_shift,pooled_erm,v0,6102
0.45,0.690180646273944,0.005,False,conditional_shift,pooled_erm,v0,6102
0.5,0.5404165597848739,0.005,False,conditional_shift,pooled_erm,v0,6102
0.55,0.38147334073685685,0.005,False,conditional_shift,pooled_erm,v0,6102
0.6,0.39657459186771854,0.005,False,conditional_shift,pooled_erm,v0,6102
0.65,0.2356931926619313,0.005,False,conditional_shift,pooled_erm,v0,6102
0.7,0.1393144106302607,0.04,False,conditional_shift,pooled_erm,v0,6102
0.75,0.1254754650209548,0.075,True,conditional_shift,pooled_erm,v0,6102
0.8,0.20579987976846892,0.005,False,conditional_shift,pooled_erm,v0,6102
0.85,0.37650306341705436,0.005,False,conditional_shift,pooled_erm,v0,6102
0.9,0.370478915066132,0.005,False,conditional_shift,pooled_erm,v0,6102
0.95,0.5215136938333976,0.005,False,conditional_shift,pooled_erm,v0,6102
0.05,1.552259174660099,0.005,False,conditional_shift,prior_separated,v2,6102
0.1,1.4449273798332996,0.005,False,conditional_shift,prior_separated,v2,6102
0.15,1.331864675770627,0.005,False,conditional_shift,prior_separated,v2,6102
0.2,1.2494857899573737,0.005,False,conditional_shift,prior_separated,v2,6102
0.25,1.1782399880087742,0.005,False,conditional_shift,prior_separated,v2,6102
0.3,1.0408343422879909,0.005,False,conditional_shift,prior_separated,v2,6102
0.35,0.9057910534152547,0.005,False,conditional_shift,prior_separated,v2,6102
0.4,0.7861256166376803,0.005,False,conditional_shift,prior_separated,v2,6102
0.45,0.5872012937175123,0.005,False,conditional_shift,prior_separated,v2,6102
0.5,0.45880208263579564,0.005,False,conditional_shift,prior_separated,v2,6102
0.55,0.37669191297028887,0.005,False,conditional_shift,prior_separated,v2,6102
0.6,0.32447295624293576,0.005,False,conditional_shift,prior_separated,v2,6102
0.65,0.2811513963492045,0.005,False,conditional_shift,prior_separated,v2,6102
0.7,0.19895372870277886,0.005,False,conditional_shift,prior_separated,v2,6102
0.75,0.21702881862482695,0.005,False,conditional_shift,prior_separated,v2,6102
0.8,0.2578505099333397,0.005,False,conditional_shift,prior_separated,v2,6102
0.85,0.3764560511455608,0.005,False,conditional_shift,prior_separated,v2,6102
0.9,0.4660106631553271,0.005,False,conditional_shift,prior_separated,v2,6102
0.95,0.5487920566311365,0.005,False,conditional_shift,prior_separated,v2,6102
0.05,1.663734892525616,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.1,1.4562462423797247,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.15,1.3439052794578623,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.2,1.2319917546083012,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.25,1.1192826283756572,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.3,1.0038383088274392,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.35,0.9023377707756678,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.4,0.7502225048376631,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.45,0.5770935576000599,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.5,0.5006763212630313,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.55,0.4127822372408317,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.6,0.2536674760660928,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.65,0.14958855257255158,0.04,False,conditional_shift,structured_policy_bank,v4,6102
0.7,0.1555887581147954,0.035,False,conditional_shift,structured_policy_bank,v4,6102
0.75,0.1821472058208221,0.01,False,conditional_shift,structured_policy_bank,v4,6102
0.8,0.24114061291701952,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.85,0.3514187709647452,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.9,0.5394731100890551,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.95,0.6303579740511737,0.005,False,conditional_shift,structured_policy_bank,v4,6102
0.05,1.698599968400809,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.1,1.5861835982059187,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.15,1.4430695655282404,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.2,1.3014820657550923,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.25,1.224390942203193,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.3,1.0116054989505063,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.35,0.9551144824029616,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.4,0.8829107140903822,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.45,0.6276287779295284,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.5,0.5718880947142441,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.55,0.42985037569836554,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.6,0.3131001268940554,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.65,0.2602840592759681,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.7,0.252128668255126,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.75,0.2627761955604259,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.8,0.3823385789935854,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.85,0.4274790809591827,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.9,0.5690098195534776,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.95,0.636078605657367,0.005,False,conditional_shift,site_only_dro,v5_site,6102
0.05,1.7205065436759883,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.1,1.5896754980335006,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.15,1.451573564205719,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.2,1.2732106895748,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.25,1.1732043818663216,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.3,1.000466207460106,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.35,0.8933812937979323,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.4,0.8045606048842807,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.45,0.6845339752685061,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.5,0.5955201610588596,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.55,0.5163575882468675,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.6,0.339721629602001,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.65,0.20740375127856417,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.7,0.18072906370546846,0.01,False,conditional_shift,mask_only_dro,v5_mask,6102
0.75,0.24368806681798208,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.8,0.2943946330796954,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.85,0.40165077540000166,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.9,0.5250600062204925,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.95,0.6596567023519709,0.005,False,conditional_shift,mask_only_dro,v5_mask,6102
0.05,1.635487148495889,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.1,1.5410187809255789,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.15,1.4687741392960214,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.2,1.2983911980724663,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.25,1.1987105732461905,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.3,0.9553299806156148,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.35,0.8936898813916901,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.4,0.7884199048169709,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.45,0.6494394488422044,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.5,0.5577115850172293,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.55,0.4202826929517857,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.6,0.3279832679682046,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.65,0.23811001317127478,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.7,0.22000753875280354,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.75,0.25951494792434787,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.8,0.34608368391201516,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.85,0.39748147236549897,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.9,0.6252354578834599,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.95,0.7112820676336935,0.005,False,conditional_shift,site_mask_dro,v5,6102
0.05,1.7329670197391511,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.1,1.60552149700805,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.15,1.554574147550307,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.2,1.343505478618306,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.25,1.2787986712143675,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.3,1.0257813495436603,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.35,1.0156464199782687,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.4,0.8650843134311569,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.45,0.6712595589200764,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.5,0.6126087776023895,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.55,0.4637830021753478,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.6,0.36418146770165594,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.65,0.23705511717397584,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.7,0.16845171047313504,0.035,False,conditional_shift,site_mask_dro_ane,v7,6102
0.75,0.0700592185621031,0.935,True,conditional_shift,site_mask_dro_ane,v7,6102
0.8,0.16621145620438604,0.025,False,conditional_shift,site_mask_dro_ane,v7,6102
0.85,0.23034092579228774,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.9,0.4041996105642401,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.95,0.5203072531285016,0.005,False,conditional_shift,site_mask_dro_ane,v7,6102
0.05,1.241669598891338,0.005,False,conditional_shift,pooled_erm,v0,6103
0.1,1.0966452276554144,0.005,False,conditional_shift,pooled_erm,v0,6103
0.15,1.0878145896219718,0.005,False,conditional_shift,pooled_erm,v0,6103
0.2,0.9039049325875707,0.005,False,conditional_shift,pooled_erm,v0,6103
0.25,0.8528166667949663,0.005,False,conditional_shift,pooled_erm,v0,6103
0.3,0.7343583983995577,0.005,False,conditional_shift,pooled_erm,v0,6103
0.35,0.6578146244051011,0.005,False,conditional_shift,pooled_erm,v0,6103
0.4,0.5461835657095895,0.005,False,conditional_shift,pooled_erm,v0,6103
0.45,0.4976521245346554,0.005,False,conditional_shift,pooled_erm,v0,6103
0.5,0.33706237302452163,0.005,False,conditional_shift,pooled_erm,v0,6103
0.55,0.23389120523007778,0.005,False,conditional_shift,pooled_erm,v0,6103
0.6,0.1913216299709557,0.005,False,conditional_shift,pooled_erm,v0,6103
0.65,0.10871653375387963,0.17,True,conditional_shift,pooled_erm,v0,6103
0.7,0.13065454667000373,0.025,False,conditional_shift,pooled_erm,v0,6103
0.75,0.1981548728572516,0.005,False,conditional_shift,pooled_erm,v0,6103
0.8,0.2911131174597392,0.005,False,conditional_shift,pooled_erm,v0,6103
0.85,0.3965616297964556,0.005,False,conditional_shift,pooled_erm,v0,6103
0.9,0.5038129413383038,0.005,False,conditional_shift,pooled_erm,v0,6103
0.95,0.5604411795013733,0.005,False,conditional_shift,pooled_erm,v0,6103
0.05,1.4240973554354361,0.005,False,conditional_shift,prior_separated,v2,6103
0.1,1.271526265742841,0.005,False,conditional_shift,prior_separated,v2,6103
0.15,1.1702191976928493,0.005,False,conditional_shift,prior_separated,v2,6103
0.2,1.0597230594636027,0.005,False,conditional_shift,prior_separated,v2,6103
0.25,1.012353636920924,0.005,False,conditional_shift,prior_separated,v2,6103
0.3,0.8656801717869788,0.005,False,conditional_shift,prior_separated,v2,6103
0.35,0.78314294501258,0.005,False,conditional_shift,prior_separated,v2,6103
0.4,0.6542374447808296,0.005,False,conditional_shift,prior_separated,v2,6103
0.45,0.4906664110065779,0.005,False,conditional_shift,prior_separated,v2,6103
0.5,0.43295469430860417,0.005,False,conditional_shift,prior_separated,v2,6103
0.55,0.3559379077178961,0.005,False,conditional_shift,prior_separated,v2,6103
0.6,0.28576309636877073,0.005,False,conditional_shift,prior_separated,v2,6103
0.65,0.19949044441524857,0.005,False,conditional_shift,prior_separated,v2,6103
0.7,0.142633927459765,0.025,False,conditional_shift,prior_separated,v2,6103
0.75,0.12956288626324408,0.06,True,conditional_shift,prior_separated,v2,6103
0.8,0.1502850308916471,0.03,False,conditional_shift,prior_separated,v2,6103
0.85,0.2784605688866006,0.005,False,conditional_shift,prior_separated,v2,6103
0.9,0.32729290455688553,0.005,False,conditional_shift,prior_separated,v2,6103
0.95,0.443257972936268,0.005,False,conditional_shift,prior_separated,v2,6103
0.05,1.5940611587291942,0.005,False,conditional_shift,structured_policy_bank,v4,6103
0.1,1.4691737629307828,0.005,False,conditional_shift,structured_policy_bank,v4,6103
0.15,1.3766148859584717,0.005,False,conditional_shift,structured_policy_bank,v4,6103
0.2,1.227421207468011,0.005,False,conditional_shift,structured_policy_bank,v4,6103
0.25,1.1300816128053726,0.005,False,conditional_shift,structured_policy_bank,v4,6103
0.3,1.0033461357633449,0.005,False,conditional_shift,structured_policy_bank,v4,6103
