outer_target,inner_validation,experiment,variant,parameter_id,parameters_json,seed,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,0,200.0,0.745,0.6967364126858797,0.8306315852076075,0.5459146702764097,0.6670719436466384,0.17966660086457242,0.23595392658970865,0.78,0.62666140281616,0.8641975308641975,0.8,0.9395973154362416,0.4697986577181208,0.16512627471629063,1.7080182081853743,0.1730888625290048
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,1,200.0,0.745,0.7200947493091197,0.8431943042156189,0.5377154919680511,0.6573031514748432,0.1758737182920504,0.2315396911640875,0.79,0.6269245953414923,0.8719512195121951,0.7988826815642458,0.959731543624161,0.40939597315436244,0.011781755921168093,2.007277654705304,0.15954403137589812
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,0,200.0,0.745,0.705487564153178,0.8597128560053391,0.5547127090087862,0.6601335212326707,0.1840362474728125,0.2339715415203866,0.77,0.613501776549546,0.8580246913580247,0.7942857142857143,0.9328859060402684,0.33557046979865773,0.18660150148587018,1.8952976515869073,0.14907855008503215
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,1,200.0,0.745,0.6950914594025531,0.844690733156072,0.5621652157040378,0.6722802153157404,0.18745140737406785,0.23959914796802204,0.745,0.5773786024476905,0.8430769230769231,0.7784090909090909,0.9194630872483222,0.46308724832214765,0.22885075615929115,1.7559515226644498,0.16405763940999202
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,0,200.0,0.745,0.7277273325437558,0.8607358057183055,0.5447565234855134,0.6412584213965509,0.17928895709654608,0.22456033481643034,0.78,0.62666140281616,0.8641975308641975,0.8,0.9395973154362416,0.4899328859060403,0.21426810877263294,1.9973402192159069,0.14223695394041716
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,1,200.0,0.745,0.6618634030793525,0.8265469471244771,0.5686640556218916,0.676745018216413,0.1902880435069202,0.24110824028353486,0.785,0.6364653243847874,0.8668730650154799,0.8045977011494253,0.9395973154362416,0.38926174496644295,0.4080065408278916,1.4325985843177074,0.1792068989923034
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,0,200.0,0.745,0.6806158705092775,0.8590258865325109,0.5758047775196549,0.6645585797915385,0.19419390649386883,0.2363622734730853,0.725,0.5897486511383077,0.8242811501597445,0.7865853658536586,0.8657718120805369,0.4697986577181208,0.5006278951782385,1.4609528786167443,0.15907915705016756
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,1,200.0,0.745,0.68838005000658,0.8558025374825133,0.5820367845287816,0.6555529282274286,0.1973179976318594,0.232044278310581,0.725,0.5961968680089486,0.8231511254019293,0.7901234567901234,0.8590604026845637,0.5234899328859061,0.6182460326104336,1.3830974781018082,0.1742094347463044
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_50,0,200.0,0.745,0.6235030925121727,0.8190829907590788,0.6039705092481514,0.6843153432361416,0.20713005703006018,0.24516064250856154,0.7,0.5794183445190156,0.803921568627451,0.7834394904458599,0.825503355704698,0.30201342281879195,0.7627371349621586,0.8966871327013841,0.21873667642668126
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_50,1,200.0,0.745,0.6841031714699303,0.8478937719127566,0.5917467910777959,0.6554547204936115,0.20169342710394972,0.23145503298668146,0.695,0.6018555073035925,0.7946127946127947,0.7972972972972973,0.7919463087248322,0.5436241610738255,0.7108425761670778,1.2799297905537745,0.18935797748804467
cleveland,va_long_beach,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,natural,0,200.0,0.745,0.7260165811290958,0.8527054470486762,0.5434057292606351,0.6513285740745856,0.17846382153377627,0.2290707980178839,0.8,0.659428872220029,0.8757763975155279,0.815028901734104,0.9463087248322147,0.44966442953020136,0.09322915010296981,2.0439886090675876,0.15146048902902415
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_advanced,0,200.0,0.745,0.7083826819318332,0.832753167903759,0.5471474573133284,0.6617742835893338,0.18001231901150555,0.233486472673066,0.79,0.6333728122121332,0.8711656441717791,0.8022598870056498,0.9530201342281879,0.42953020134228187,0.13515278108191034,1.870105204702961,0.16986194087375556
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_exercise,0,200.0,0.745,0.6385050664561126,0.8260461453252077,0.6126404906725235,0.6726790528313761,0.21121382627451282,0.2397465155823529,0.715,0.6281747598368206,0.8080808080808081,0.8108108108108109,0.8053691275167785,0.3959731543624161,0.7718845607630458,1.177530441961673,0.20979500912903054
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_routine,0,200.0,0.745,0.7123963679431504,0.8622870366561493,0.5448500898755329,0.7041726167779567,0.17976149181523218,0.2552314147466085,0.75,0.5098039215686274,0.8563218390804598,0.7487437185929648,1.0,0.37583892617449666,-0.890570016771014,2.859530848623801,0.14794200319689632
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,0,200.0,0.745,0.698973549151204,0.8318358915840811,0.5450973522179807,0.6709585262281434,0.17929642470079252,0.23781463648407758,0.78,0.6202131859455191,0.8650306748466258,0.7966101694915254,0.9463087248322147,0.4697986577181208,0.10895566039242088,1.7485363847345354,0.17210604328504298
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,1,200.0,0.745,0.7199631530464535,0.8424574021923696,0.5372409301948484,0.6615523799295526,0.17569151292102592,0.2336057835175486,0.785,0.6171206737728648,0.8693009118541033,0.7944444444444444,0.959731543624161,0.40939597315436244,-0.05374287241982245,2.0541732973684725,0.16077519870966014
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,0,200.0,0.745,0.7062771417291749,0.8600273147289181,0.5536388621127051,0.6629734147155937,0.18356270302308642,0.23535938963266206,0.75,0.5807343071456771,0.8466257668711656,0.7796610169491526,0.9261744966442953,0.3422818791946309,0.1381012562123622,1.9308299434185117,0.1488454762512817
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,1,200.0,0.745,0.6964074220292144,0.8453521015599892,0.5608816355130684,0.674894786297892,0.18685461344911083,0.24085915807072866,0.74,0.5611264640084221,0.8414634146341463,0.770949720670391,0.9261744966442953,0.4899328859060403,0.1817864354157357,1.7933299028634098,0.16325392763477908
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,0,200.0,0.745,0.7286485063824186,0.8624065430147821,0.543430618908316,0.6446661681804209,0.17869565761806697,0.2262138960539534,0.78,0.62666140281616,0.8641975308641975,0.8,0.9395973154362416,0.5033557046979866,0.15822727978037132,2.0290825353724165,0.14058904834505442
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,1,200.0,0.745,0.6606790367153572,0.8255549484413419,0.567120433643144,0.6801211865229696,0.1895577103637419,0.24269731863949934,0.78,0.62666140281616,0.8641975308641975,0.8,0.9395973154362416,0.3959731543624161,0.37036075401937946,1.4493394713596415,0.17954394721261707
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,0,200.0,0.745,0.6754836162652981,0.8566707665544755,0.5748842627738765,0.6679987241837075,0.19378071738290192,0.23802853938721133,0.72,0.5670482958283984,0.8238993710691824,0.7751479289940828,0.8791946308724832,0.4697986577181208,0.47898340114312293,1.448344352116581,0.16031873579126932
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,1,200.0,0.745,0.6898276088959073,0.8532208838588008,0.5790912811576955,0.6568677304222214,0.1959376042466596,0.23270334837534024,0.72,0.5799447295696802,0.821656050955414,0.7818181818181819,0.8657718120805369,0.5234899328859061,0.5787387263458186,1.423518542006053,0.17248166350125244
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_50,0,200.0,0.745,0.6223187261481775,0.8192260124997901,0.6016733541387578,0.6854694299847306,0.20607085422888105,0.24575324579317126,0.715,0.5894854586129754,0.8155339805825242,0.7875,0.8456375838926175,0.30201342281879195,0.7450028644875654,0.9094104624532701,0.2149639386272642
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_50,1,200.0,0.745,0.683839978944598,0.8478656962773841,0.5897651974486492,0.6567852294159211,0.20077700999567302,0.23213250781325484,0.695,0.6018555073035925,0.7946127946127947,0.7972972972972973,0.7919463087248322,0.5436241610738255,0.6906233914864941,1.2834941429470235,0.18669084091527655
cleveland,va_long_beach,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,natural,0,200.0,0.745,0.7262797736544282,0.8526828185147087,0.5425490863727014,0.6556543757546829,0.1781149753347718,0.23117586459024939,0.795,0.6431767337807606,0.8738461538461538,0.8068181818181818,0.9530201342281879,0.4563758389261745,0.028847747891859486,2.0825499334696245,0.15147271414057495
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_advanced,0,200.0,0.745,0.7595736281089617,0.8670432181078267,0.4738318399272458,0.7305880967083059,0.15030216155951032,0.2448944639198319,0.805,0.6692327937886564,0.8785046728971962,0.8197674418604651,0.9463087248322147,0.6040268456375839,-0.08114317545717611,0.8621423799822275,0.13700872913320478
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_exercise,0,200.0,0.745,0.6975917883932097,0.8439142474519528,0.5237605740116762,0.7104587378641457,0.17230486687494448,0.25067398589807843,0.765,0.6230425055928411,0.8526645768025078,0.8,0.912751677852349,0.42953020134228187,0.3550603973438845,0.8368296424050031,0.1628794988949983
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_routine,0,200.0,0.745,0.7468745887616792,0.8812833956630179,0.5402622402479687,0.9312300669415234,0.17647829847421906,0.32471502837155486,0.76,0.5423081984471642,0.8596491228070176,0.7616580310880829,0.9865771812080537,0.5637583892617449,-1.0479075451170323,1.1371001624264119,0.1307838064864557
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,0,200.0,0.745,0.7521384392683248,0.8729723175869445,0.4874239129817008,0.7675534840394093,0.1552223613510736,0.25780954883730645,0.795,0.6560731675220424,0.8722741433021807,0.813953488372093,0.9395973154362416,0.5704697986577181,-0.10173684663693654,0.8175239678773336,0.1330471520431326
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,1,200.0,0.745,0.7577312804316356,0.8738877303913465,0.4826256394664412,0.777134414251816,0.15316744311522457,0.26263920102057425,0.795,0.6367285169101198,0.8746177370030581,0.8033707865168539,0.959731543624161,0.5033557046979866,-0.31733233085820634,0.9196801979827651,0.13207496958833587
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,0,200.0,0.745,0.7332543755757337,0.8714925319248387,0.5086034167640263,0.8163638698540565,0.16402041596046388,0.2819124537135177,0.78,0.6008685353335965,0.8674698795180723,0.7868852459016393,0.9664429530201343,0.5637583892617449,-0.19364062162131163,0.8442988529940962,0.1368152274325787
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,1,200.0,0.745,0.7150940913278063,0.8305028398018479,0.5109544962048916,0.8252206320255957,0.16276580667360388,0.2804029347745487,0.765,0.5908014212396367,0.8571428571428571,0.7833333333333333,0.9463087248322147,0.436241610738255,-0.20805414552224796,0.8435544615148357,0.17593050521940634
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,0,200.0,0.745,0.745756020529017,0.881364292703912,0.4825191314795505,0.7394321984721975,0.15273943873379467,0.2474831255324767,0.795,0.6560731675220424,0.8722741433021807,0.813953488372093,0.9395973154362416,0.48322147651006714,0.013733380363193038,0.8180088429021747,0.12454072881973377
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,1,200.0,0.745,0.7254243979470985,0.8487524984953495,0.4899848028746503,0.7560141472179869,0.15424502899420486,0.25278447976400464,0.81,0.666140281616002,0.8827160493827161,0.8171428571428572,0.959731543624161,0.48322147651006714,0.004899580910970661,0.8157263599031741,0.15320944459580793
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,0,200.0,0.745,0.6949598631398868,0.8469377712517702,0.5406401496040257,0.7889620088456953,0.17922704399866912,0.27399214667354854,0.74,0.6062639821029082,0.8343949044585988,0.793939393939394,0.8791946308724832,0.4899328859060403,0.37942281365057273,0.5845439638520159,0.1636025163256403
cleveland,va_long_beach,mirrams_equation9,mirrams,3,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0005, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,1,200.0,0.745,0.7254901960784313,0.8700080739763888,0.5091138865706901,0.7145833857360323,0.16515941107870347,0.2421438793906828,0.76,0.645479668377418,0.8451612903225807,0.8136645962732919,0.8791946308724832,0.4161073825503356,0.3702322417023762,0.6971137600301943,0.14028863589385862
